"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Egypt, Arab Rep.","EGY","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Eritrea","ERI","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Spain","ESP","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","0","0","0","0","0","0","0","0","0.181179192770295","1.59312783457606","1.63934426229508","4.09677681253552","6.99550909224766","8.65054189796458","9.0201808282132","9.18901800287461","8.46546024987394","7.03859141861494","7.78223180856259","6.3990525581884","4.74795378389761","8.69849812720462","7.72734480996599","9.24006309695089","19.5468477469392","22.3250037813353","29.2120285741024","31.123026107416","36.4154592160711","38.1290760869565","35.8901101808129","35.9149332144311","35.5979578813019","36.0655948635799","34.3768256454239","33.4881277325539","32.4921408588816","29.2354623652503","30.5043641929346","28.5915554540729","28.1575766903101","27.3346290980705","26.2657502386242","24.0465891734969","22.9913392999147","19.8790789269118","20.3415634240245","18.2557588648253","18.9637209063021","18.0769454789649","20.7796996513811","19.7981017586345","20.9122888188826","20.1552701238253","20.8420470705476","20.6186643243866","","","","","","","",
"Estonia","EST","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",
"Ethiopia","ETH","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Fragile and conflict affected situations","FCS","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.13741109539285","1.01227641047704","0.680139317404165","0.636223860359177","0.808979491974788","0.745145465507923","0.702150436034582","0.761718073076294","0.667836695729672","0.678098291112727","0.799119428709729","0.738993767324302","0.6997771121471","0.648450636156416","0.647408051946668","0.604719863110848","0.606822511348138","0.547114623915107","0.535110126977763","0.533319181488462","","","","","","","","",
"Finland","FIN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.03673938002296","9.13466920407478","17.1801340366435","17.2331705401625","35.8478574396832","40.7431693989071","41.993506647392","41.6609623070638","38.3357470432054","38.6859091462672","36.788884311449","36.2931066483537","35.4720627311073","35.3384703091381","33.6477770496327","33.3650931139021","32.6265983398549","29.6003413021286","30.0085890528617","28.0743228633618","30.2041170348098","31.1442700984793","33.0765797543804","32.1238710414999","30.5735305963537","29.7445133746915","26.9560989493157","26.4616459898655","32.9701623643422","27.828263193702","28.8300818511908","29.6492406240314","32.6437164384132","28.2618935468676","31.5465095712983","32.6468875601824","33.1279733920878","34.6286016389109","33.8979838768459","","","","","","","",
"Fiji","FJI","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"United Kingdom","GBR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","1.60290598783406","1.73773532537689","2.29970326409496","3.65206414780388","4.45826824978973","7.73357860044455","10.0203708384756","11.215236957234","11.7646001877664","12.2424874212382","10.4881176062642","10.7712038036253","11.1802471391004","9.95088003639569","12.3409519753893","11.2035156394254","13.1339477402926","14.2054449295425","12.994393671761","12.8272698354233","13.0330093532955","13.7222304542514","16.1854562051856","18.1182797649936","19.2509878885576","20.7299156145345","19.7354311770306","18.3123151794831","20.6903297749548","22.9420324618214","20.6917279035735","21.9519405511713","24.0513424310935","27.7782786439308","27.1616865216107","26.7569754187357","27.1020546043233","28.1075662981843","27.552419276668","26.0459958932238","22.7213355592654","23.5621181688844","22.8416906096023","22.4258086703214","20.4455655569697","20.6405243964737","19.1777444526345","16.0388425609014","13.6387495777356","18.521407453273","16.4183915577656","18.9561217170982","19.5575420360067","19.8628306509918","19.0126247789247","20.9138531793695","","","","","","","",
"Georgia","GEO","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Ghana","GHA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Gibraltar","GIB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Guinea","GIN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",
"Grenada","GRD","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Guam","GUM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Honduras","HND","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Croatia","HRV","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Haiti","HTI","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Hungary","HUN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.58898797983715","14.3177584305973","24.1827138378863","26.4538198403649","36.9289724024337","45.9925426743748","46.959196781718","48.2873821915881","45.8098321262891","44.0713271264005","41.9140209630867","41.9185439355512","41.2311129402081","40.4103733257338","39.4609712687516","37.5073944608766","37.2594628885599","40.2943934528715","38.7917067142661","38.5900378903117","32.2536242495241","35.3476919425656","38.6900100682403","37.5386932150924","36.7292292292292","37.0218613366646","42.9597861200847","42.1744133151374","43.5464615897165","45.5983831384438","50.7361193635703","53.2423788786064","52.1850899742931","","","","","","","",
"Indonesia","IDN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Isle of Man","IMN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","1.79260062665703","1.60672755119406","3.29138963679323","2.87696601371971","3.05611805507064","3.40113998849553","2.29661976386867","2.51523213685769","2.55005717020767","2.49233861256218","2.28292904103378","1.42915706591651","2.33373918194083","2.37082632751729","2.67725675225433","2.46211471238558","2.26918327429401","2.38089390962672","1.70150615485362","2.09782326496591","1.73058611271206","1.99477432002396","1.49593315689562","1.44519245777392","1.88405797101449","2.04748651900206","2.13316464908458","2.36664542601404","2.42757938325668","2.96688713822303","3.31111190453116","3.17607477125382","2.7318668115058","2.48702102805446","2.42071609823714","2.42987707163756","2.05898030873169","1.75952284126339","2.03161009133306","2.68180221683125","3.00473878957987","2.92649741907967","2.87400331835372","2.79063943071017","","","","","","","","",
"Ireland","IRL","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",
"Iran, Islamic Rep.","IRN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.136220485561462","0.726376063804685","1.73224505971025","1.62849724517405","","","","","","","","",
"Iraq","IRQ","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Iceland","ISL","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",
"Israel","ISR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",
"Italy","ITA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","0","0","0","0.454763044518909","3.14674774904654","4.24970336828341","4.32141578664757","3.27582623155269","2.49585799963182","1.53176659489837","2.72627386348029","2.71546158812137","2.70811238741094","2.18321798827094","2.31415502802774","2.60670334344003","2.35315206171229","2.05203748833036","2.55777817570573","1.46816462661803","1.20344026946597","1.51267923600478","3.74203909231903","3.21083343975037","3.83386403616202","3.8543215702629","4.6364382328807","0.0877493797026607","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",
"Jamaica","JAM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Jordan","JOR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Japan","JPN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","0","0","0","0","0","0","0.279264603211543","0.246153846153846","0.367714653428939","0.349705929105071","1.29650507328072","2.08931835988509","2.23161851068828","2.08579096536861","4.31072966632821","5.31020023417719","6.72180231640736","5.98049383135835","10.6339149329834","12.0260019817542","14.4255944219614","15.1341775293136","17.6995890889109","18.6022929986068","20.8692192073166","23.926854099538","25.0786763303452","26.3331140753789","23.8805830498506","23.0405009544089","23.1815228116902","23.6932684079025","24.6843202765358","27.2722995602619","27.6164890735055","29.130730923759","29.654576195677","30.6283682117578","31.7327991429529","29.6472751822897","29.5975891744448","29.8506989097791","27.027541909112","22.2032785065404","25.446554865029","26.9846329574584","26.8427603741387","22.8743838840987","23.4420790986722","26.1847732384597","25.2819139978107","9.47148762138249","1.5084722022426","0.87800182150222","0","0.911553166046214","","","","","","","",
"Kazakhstan","KAZ","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Kenya","KEN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Kyrgyz Republic","KGZ","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Cambodia","KHM","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Kiribati","KIR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0.267047805318389","7.37543636940654","8.85393258426966","9.33698541851285","7.205213022608","8.75887018227355","18.3520982599795","21.9149568837348","28.8672056820729","44.3086313483058","54.082980245419","47.5908475944079","50.5523240300977","50.1912290858016","49.7205421394199","45.4406610719913","40.6459957353095","36.2571400311565","37.0041791110694","36.48675995163","34.7056016279928","41.5094252299034","43.7460737873309","37.7657472810076","36.272914597735","36.113267273896","37.7842076278224","35.6548612702257","37.8419280487994","36.9774032366321","33.5607705943814","34.0044510920493","32.7161505149709","29.9155657737388","29.7513907236378","28.3136353790954","25.8015099713511","28.653002751591","29.998943968421","","","","","","","",
"Kuwait","KWT","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0.576087366263878","1.30578472252707","1.21696036115125","0.700930181167774","1.13456187507451","0.951889257922542","0.764498194254034","0.88976064921136","0.554738309085395","0.961216315844991","1.63857206326491","2.23265057050057","1.33261497315057","1.6076638598574","1.32466691781881","1.43580348009386","2.43964787617758","2.48673969641453","2.31636467544337","2.25716005493685","2.032971747133","2.77300507869446","2.60446358286682","2.98350610261842","2.62705289190468","2.6619166856442","2.44860812655978","3.67411760448311","3.48238711629781","3.50397318692184","3.0654128564057","2.82739910805207","3.19155918212613","2.84339727563778","2.83316719847924","2.87306895962664","2.35981476646999","2.61186520611035","2.45452006992921","2.5774265749325","2.33237937828434","0.867039903518565","","","","","","","",
"Lao PDR","LAO","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Liberia","LBR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"St. Lucia","LCA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Lesotho","LSO","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0.000357693447785316","0.0252089288538426","0.0501509352670637","0.0175233158187793","0.0385053875978284","0.00914880378974057","0.00138468473213602","0.144912193091057","0.285289665877631","0.317904627706716","0.343980053425473","0.340474257302767","0.458254215099875","0.6180425034939","0.537381531928824","0.533805930408683","0.485804138523647","0.535502635671172","4.95621937225307","4.90114893941122","4.83878222361704","4.7615448308858","4.4325766914385","4.30822212241674","4.62318847773567","4.62378213615435","4.44464331257784","4.90587500546366","5.09004879700553","5.30610374361716","5.34325065769569","5.49424491906529","5.03509530305973","4.78623315356752","4.59998375694521","4.35877002343675","4.42196944810057","4.25354057695268","4.02970079214737","3.94945930477114","3.95856676201122","3.82807795615452","4.02529851347847","0.165797979191679","","","","","","","",
"Lithuania","LTU","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.96479493047","57.8959915539965","78.9195600603839","87.9862207549878","78.9953869810354","87.4408284023669","85.8444677051906","83.5696413678065","79.018247536874","75.345710138284","75.7036237748404","79.1115443531542","81.774025673644","82.2392181856809","80.535409556314","71.7100242802636","71.6320278214788","72.9992576095026","74.2402641254596","74.1104964829611","0","0","0","0","0","","","","","","","","",
"Luxembourg","LUX","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",
"Latvia","LVA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Macao SAR, China","MAC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Monaco","MCO","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Madagascar","MDG","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.316044348158532","2.53545930920172","3.29936999299992","2.94963270712909","3.63447406632123","2.88110595319817","5.54555724869949","4.99584630701816","6.24264894652314","5.08217044058276","5.22270377525978","3.99708277622463","4.07779875507038","4.466572877954","4.44591202157338","3.86980549955174","4.30876347859376","4.21486256894826","3.92842063994692","3.64034680578505","3.92188351994741","2.13365174187133","3.332441511341","2.85455752730871","3.96870774839738","3.20966115636692","3.72085698307503","","","","","","","",
"Marshall Islands","MHL","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0.140217518277219","0.122667952957452","0.244783974223913","0.396497882915963","0.639427295270833","0.813632081875534","0.671680175296769","0.706168590233511","0.650131541421647","0.587377227600458","0.728171546290305","0.66806036479891","0.826210594343873","1.06351825825942","1.1941591696929","1.08076677945457","0.982746445633591","1.13119839346181","1.02321813243904","6.13329750740343","5.98730471283374","5.88186321248541","5.80758623257593","5.42355606298712","5.50846007417366","5.83859194678602","5.72120663836729","5.43139594617063","5.5184392135277","5.651826801984","5.76213694826945","5.72212180103094","5.74162206292924","5.39559039495609","5.1564686553018","4.95264099907306","4.66721082556851","4.56696524753328","4.4188513633355","4.24864811762289","4.23293763996204","4.16826131049034","4.02498252620346","4.16184730367687","0.0917654110815936","","","","","","","",
"North Macedonia","MKD","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Mali","MLI","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Electricity production from nuclear sources (% of total)","EG.ELC.NUCL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
